,0
0,0.75
1,0.75
2,0.75
3,0.75
4,0.75
5,0.75
6,0.75
7,0.75
8,0.75
9,0.75
10,0.75
11,0.75
12,0.75
13,0.75
14,0.75
15,0.75
16,0.75
17,0.7533333333333333
18,0.7533333333333333
19,0.7566666666666666
20,0.7633333333333333
21,0.76
22,0.7566666666666666
23,0.7533333333333333
24,0.76
25,0.7633333333333333
26,0.79
27,0.7666666666666666
28,0.78
29,0.79
30,0.7833333333333333
31,0.7766666666666666
32,0.7966666666666666
33,0.8
34,0.8033333333333333
35,0.81
36,0.8033333333333333
37,0.8166666666666667
38,0.8366666666666667
39,0.8233333333333334
40,0.83
41,0.8433333333333333
42,0.8366666666666667
43,0.8433333333333333
44,0.8233333333333334
45,0.8266666666666667
46,0.83
47,0.8366666666666667
48,0.84
49,0.85
50,0.83
51,0.8433333333333333
52,0.8533333333333333
53,0.84
54,0.8433333333333333
55,0.8366666666666667
56,0.85
57,0.8366666666666667
58,0.85
59,0.8566666666666667
60,0.87
61,0.8633333333333333
62,0.8566666666666667
63,0.86
64,0.8633333333333333
65,0.8633333333333333
66,0.8633333333333333
67,0.87
68,0.8666666666666667
69,0.87
70,0.89
71,0.8733333333333333
72,0.8866666666666667
73,0.8933333333333333
74,0.8833333333333333
75,0.9033333333333333
76,0.9
77,0.89
78,0.9133333333333333
79,0.89
80,0.9133333333333333
81,0.92
82,0.9033333333333333
83,0.9033333333333333
84,0.89
85,0.8966666666666667
86,0.92
87,0.9
88,0.92
89,0.9166666666666666
90,0.9133333333333333
91,0.9066666666666666
92,0.9033333333333333
93,0.9033333333333333
94,0.9133333333333333
95,0.91
96,0.9233333333333333
97,0.9266666666666666
98,0.91
99,0.9133333333333333
100,0.8933333333333333
101,0.9066666666666666
102,0.9233333333333333
103,0.8966666666666667
104,0.9133333333333333
105,0.9266666666666666
106,0.92
107,0.9333333333333333
108,0.9133333333333333
109,0.92
110,0.9299999999999999
111,0.9333333333333333
112,0.9266666666666666
113,0.9266666666666666
114,0.9366666666666666
115,0.9333333333333333
116,0.9233333333333333
117,0.9466666666666667
118,0.95
119,0.9533333333333334
120,0.9533333333333334
121,0.9433333333333334
122,0.9566666666666667
123,0.9433333333333334
124,0.95
125,0.9633333333333334
126,0.96
127,0.9566666666666667
128,0.97
129,0.95
130,0.9633333333333334
131,0.9666666666666667
132,0.9633333333333334
133,0.9766666666666667
134,0.9666666666666667
135,0.9633333333333334
136,0.9633333333333334
137,0.9733333333333334
138,0.9666666666666667
139,0.9466666666666667
140,0.9666666666666667
141,0.9533333333333334
142,0.9633333333333334
143,0.9533333333333334
144,0.97
145,0.96
146,0.9566666666666667
147,0.9466666666666667
148,0.9566666666666667
149,0.9666666666666667
150,0.97
151,0.98
152,0.9533333333333334
153,0.9666666666666667
154,0.9633333333333334
155,0.96
156,0.9666666666666667
157,0.95
158,0.9733333333333334
159,0.9633333333333334
160,0.9733333333333334
161,0.9566666666666667
162,0.97
163,0.9566666666666667
164,0.96
165,0.9633333333333334
166,0.96
167,0.9733333333333334
168,0.9666666666666667
169,0.9633333333333334
170,0.97
171,0.9766666666666667
172,0.96
173,0.9566666666666667
174,0.9633333333333334
175,0.96
176,0.9666666666666667
177,0.9733333333333334
178,0.9633333333333334
179,0.96
180,0.9533333333333334
181,0.9666666666666667
182,0.9633333333333334
183,0.9666666666666667
184,0.9566666666666667
185,0.9433333333333334
186,0.9866666666666667
187,0.96
188,0.9666666666666667
189,0.9633333333333334
190,0.9666666666666667
191,0.96
192,0.9566666666666667
193,0.9466666666666667
194,0.96
195,0.9733333333333334
196,0.97
197,0.97
198,0.9666666666666667
199,0.97
200,0.97
201,0.9733333333333334
202,0.96
203,0.96
204,0.97
205,0.9733333333333334
206,0.98
207,0.9666666666666667
208,0.9633333333333334
209,0.9633333333333334
210,0.96
211,0.9433333333333334
212,0.9766666666666667
213,0.9833333333333333
214,0.97
215,0.96
216,0.9633333333333334
217,0.9633333333333334
218,0.97
219,0.9666666666666667
220,0.97
221,0.9666666666666667
222,0.9666666666666667
223,0.9666666666666667
224,0.9766666666666667
225,0.9833333333333333
226,0.97
227,0.98
228,0.96
229,0.9433333333333334
230,0.98
231,0.9733333333333334
232,0.9633333333333334
233,0.97
234,0.97
235,0.9733333333333334
236,0.9733333333333334
237,0.9766666666666667
238,0.97
239,0.9733333333333334
240,0.98
241,0.9533333333333334
242,0.9733333333333334
243,0.9833333333333333
244,0.9766666666666667
245,0.9566666666666667
246,0.97
247,0.9733333333333334
248,0.98
249,0.9766666666666667
250,0.9766666666666667
251,0.98
252,0.9766666666666667
253,0.9733333333333334
254,0.9733333333333334
255,0.9666666666666667
256,0.98
257,0.9766666666666667
258,0.9733333333333334
259,0.9766666666666667
260,0.97
261,0.9933333333333333
262,0.9833333333333333
263,0.98
264,0.98
265,0.9833333333333333
266,0.9733333333333334
267,0.9733333333333334
268,0.98
269,0.98
270,0.9733333333333334
271,0.9766666666666667
272,0.9833333333333333
273,0.96
274,0.99
275,0.9833333333333333
276,0.9733333333333334
277,0.98
278,0.9833333333333333
279,0.98
280,0.97
281,0.9766666666666667
282,0.98
283,0.9733333333333334
284,0.9733333333333334
285,0.9866666666666667
286,0.98
287,0.99
288,0.97
289,0.9733333333333334
290,0.9733333333333334
291,0.96
292,0.97
293,0.9733333333333334
294,0.9766666666666667
295,0.98
296,0.9833333333333333
297,0.96
298,0.9833333333333333
299,0.9766666666666667
