,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7533333333333333,0.75,0.75,0.7566666666666666,0.7566666666666666,0.7533333333333333,0.7633333333333333,0.7766666666666666,0.7666666666666666,0.7766666666666666,0.7833333333333333,0.7966666666666666,0.79,0.79,0.78,0.7733333333333333,0.79,0.7766666666666666,0.7866666666666666,0.8166666666666667,0.7966666666666666,0.7866666666666666,0.8133333333333334,0.8166666666666667,0.8,0.8166666666666667,0.8333333333333334,0.8266666666666667,0.83,0.8333333333333334,0.8366666666666667,0.8433333333333333,0.8333333333333334,0.8266666666666667,0.8366666666666667,0.8466666666666667,0.8233333333333334,0.8366666666666667,0.8266666666666667,0.83,0.8166666666666667,0.83,0.84,0.8433333333333333,0.84,0.8200000000000001,0.83,0.8333333333333334,0.84,0.83,0.84,0.84,0.84,0.8333333333333334,0.8566666666666667,0.85,0.8333333333333334,0.8466666666666667,0.8366666666666667,0.84,0.86,0.8466666666666667,0.8566666666666667,0.8466666666666667,0.8466666666666667,0.84,0.8466666666666667,0.8566666666666667,0.8533333333333333,0.8533333333333333,0.8466666666666667,0.87,0.8633333333333333,0.86,0.8766666666666667,0.86,0.8766666666666667,0.8533333333333333,0.88,0.8633333333333333,0.8733333333333333,0.87,0.8766666666666667,0.8633333333333333,0.88,0.8666666666666667,0.8733333333333333,0.8766666666666667,0.8733333333333333,0.8666666666666667,0.8866666666666667,0.8933333333333333,0.8666666666666667,0.9033333333333333,0.8866666666666667,0.8866666666666667,0.9,0.9,0.8966666666666667,0.9066666666666666,0.91,0.91,0.9133333333333333,0.91,0.8933333333333333,0.9133333333333333,0.91,0.8966666666666667,0.8933333333333333,0.8966666666666667,0.91,0.9033333333333333,0.9066666666666666,0.9033333333333333,0.91,0.9066666666666666,0.89,0.9066666666666666,0.9166666666666666,0.9,0.9,0.91,0.92,0.9299999999999999,0.92,0.91,0.9066666666666666,0.9333333333333333,0.9066666666666666,0.91,0.9166666666666666,0.91,0.9133333333333333,0.9133333333333333,0.92,0.92,0.92,0.9133333333333333,0.92,0.9166666666666666,0.91,0.9233333333333333,0.9233333333333333,0.9333333333333333,0.9299999999999999,0.9333333333333333,0.9366666666666666,0.9299999999999999,0.9299999999999999,0.9466666666666667,0.9433333333333334,0.94,0.9233333333333333,0.9433333333333334,0.9333333333333333,0.95,0.9433333333333334,0.9366666666666666,0.9466666666666667,0.9366666666666666,0.9299999999999999,0.95,0.9366666666666666,0.95,0.94,0.9333333333333333,0.9566666666666667,0.95,0.95,0.9533333333333334,0.9566666666666667,0.9633333333333334,0.9633333333333334,0.9433333333333334,0.96,0.9566666666666667,0.9833333333333333,0.9533333333333334,0.97,0.9733333333333334,0.9733333333333334,0.9566666666666667,0.96,0.96,0.9666666666666667,0.96,0.9566666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9766666666666667,0.96,0.9666666666666667,0.9633333333333334,0.9733333333333334,0.9633333333333334,0.9733333333333334,0.98,0.9633333333333334,0.9766666666666667,0.96,0.9766666666666667,0.9833333333333333,0.9666666666666667,0.97,0.97,0.9666666666666667,0.9666666666666667,0.98,0.96,0.9733333333333334,0.97,0.97,0.9766666666666667,0.9633333333333334,0.98,0.9733333333333334,0.9833333333333333,0.97,0.9766666666666667,0.9766666666666667,0.9633333333333334,0.98,0.97,0.9566666666666667,0.97,0.99,0.98,0.9666666666666667,0.98,0.9766666666666667,0.98,0.9666666666666667,0.9733333333333334,0.9766666666666667,0.98,0.9866666666666667,0.98,0.9766666666666667,0.9766666666666667,0.99,0.9833333333333333,0.9733333333333334,0.9866666666666667,0.9866666666666667,0.97,0.98,0.99,0.9866666666666667,0.98,0.99,0.9866666666666667,0.9866666666666667,0.9666666666666667,0.9866666666666667,0.99,0.97,0.98,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9866666666666667,0.9666666666666667,0.98,0.99,0.9866666666666667,0.9866666666666667,0.98,0.9866666666666667,0.9833333333333333,0.98,0.9833333333333333,0.9833333333333333,1.0
1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7633333333333333,0.7533333333333333,0.76,0.7533333333333333,0.7566666666666666,0.76,0.7566666666666666,0.7633333333333333,0.7666666666666666,0.7766666666666666,0.7866666666666666,0.7866666666666666,0.7733333333333333,0.7766666666666666,0.7833333333333333,0.7966666666666666,0.8033333333333333,0.8166666666666667,0.83,0.8233333333333334,0.83,0.8333333333333334,0.8366666666666667,0.83,0.8333333333333334,0.8366666666666667,0.8466666666666667,0.87,0.87,0.8966666666666667,0.9,0.9066666666666666,0.8966666666666667,0.9066666666666666,0.8966666666666667,0.91,0.9066666666666666,0.9166666666666666,0.91,0.9066666666666666,0.9166666666666666,0.9299999999999999,0.9299999999999999,0.9266666666666666,0.9333333333333333,0.9666666666666667,0.9766666666666667,0.95,0.9633333333333334,0.97,0.9666666666666667,0.9566666666666667,0.97,0.9633333333333334,0.96,0.98,0.9666666666666667,0.96,0.96,0.9733333333333334,0.9766666666666667,0.98,0.9733333333333334,0.9866666666666667,0.99,0.9866666666666667,0.9966666666666667,0.99,0.99,0.9866666666666667,0.98,0.99,0.9933333333333333,0.99,0.9933333333333333,0.9866666666666667,1.0,0.9866666666666667,0.9966666666666667,0.99,0.9966666666666667,0.9933333333333333,0.9966666666666667,0.9966666666666667,0.9933333333333333,0.9966666666666667,1.0,1.0,1.0,1.0,0.9966666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,1.0,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,0.9966666666666667,1.0,1.0,0.9966666666666667,1.0,0.9966666666666667,1.0,0.9933333333333333,0.9966666666666667,0.9966666666666667,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,1.0,1.0,1.0,1.0,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,1.0,0.9933333333333333,0.9966666666666667,0.9966666666666667,1.0,1.0,1.0,1.0,1.0,0.9933333333333333,0.9966666666666667,1.0,1.0,0.99,1.0,1.0,0.9966666666666667,0.9933333333333333,1.0,0.9966666666666667,0.9966666666666667,0.9966666666666667,1.0,0.9966666666666667,0.9966666666666667,0.9966666666666667,1.0,0.99,0.9966666666666667,0.9933333333333333,0.9966666666666667,1.0,0.9966666666666667,0.9966666666666667,1.0,0.9966666666666667,1.0,0.9966666666666667,0.9966666666666667,1.0,0.9966666666666667,0.9966666666666667,0.9933333333333333,1.0,1.0,1.0,0.9966666666666667,0.9966666666666667,0.9966666666666667,1.0,0.99,0.9933333333333333,0.9933333333333333,0.9966666666666667,1.0,0.9966666666666667,0.9966666666666667,1.0,0.9966666666666667,1.0,0.9966666666666667,0.9933333333333333,1.0,0.9933333333333333,0.9966666666666667,1.0,0.9966666666666667,0.99,1.0,0.9933333333333333,1.0,0.9966666666666667,0.9966666666666667,1.0,0.9933333333333333,0.9933333333333333,1.0,0.9933333333333333,0.9966666666666667,0.9933333333333333,0.9933333333333333,1.0,0.9933333333333333,1.0,1.0,0.99,1.0,0.9966666666666667,0.9966666666666667,1.0,1.0,0.99,0.9966666666666667,0.99,0.9966666666666667,1.0,0.9933333333333333,1.0,0.9866666666666667,0.9933333333333333,1.0,0.9966666666666667,0.9966666666666667,0.9966666666666667,1.0,1.0,0.9933333333333333,0.9966666666666667,0.9966666666666667,1.0,0.9933333333333333,1.0
