,0,1
0,0.06652519314084201,0.05718632182106376
1,0.061876572854816916,0.05873000908177346
2,0.05416891968343407,0.052163464366458356
3,0.042112673493102194,0.042292079073376954
4,0.02982449224218726,0.03286587704205886
5,0.02138758705696091,0.026846877532079816
6,0.01683824459905736,0.0235699390177615
7,0.01457064743153751,0.021610166388563813
8,0.013164138270076365,0.02023052976001054
9,0.011969665699871257,0.019004370924085377
10,0.010780928184976802,0.01777433875249699
11,0.009617769578471779,0.016575522476341576
12,0.008595484012039379,0.015471664577489719
13,0.00762597018328961,0.014467874815454706
14,0.006688370960182511,0.013491561391856522
15,0.005754104576772079,0.012470799539005383
16,0.004827465565176681,0.011448527243919671
17,0.003997158822312485,0.010444863949669526
18,0.0032471923186676577,0.009467871009837836
19,0.002604734955821186,0.008582160319201648
20,0.0021040687526692635,0.007737718874705024
21,0.001697603036882356,0.006967170050484128
22,0.0014393926845514215,0.00629601172695402
23,0.0012191787805932107,0.005799106496851891
24,0.0010989011494530131,0.00539219404454343
25,0.0010255981589580188,0.005103040640824475
26,0.0009759445234521991,0.00489602713205386
27,0.0009497614861174952,0.004733455067616887
28,0.0009263474188628606,0.0045965688143041914
29,0.0009079699473659275,0.004494529383373446
30,0.0008942658598243725,0.004425345035269856
31,0.000880125929688802,0.004343823839735706
32,0.0008665077250043396,0.004286947926448193
33,0.0008540474835172062,0.0042321238710428585
34,0.0008398028250667267,0.004178823815891519
35,0.0008289115812658565,0.004113655650871806
36,0.0008148606917529833,0.004057463225035462
37,0.0008071692591329338,0.0040069182694423945
38,0.0007988677047251258,0.003974857539287768
39,0.0007920536249002907,0.0039317889197263865
40,0.0007848681212635711,0.0039037101800204256
41,0.0007764741745631909,0.003871565539157018
42,0.0007723047325271182,0.0038398045377107336
43,0.0007654225864826003,0.003804635706183035
44,0.0007592830843350384,0.0037814438066561705
45,0.0007525438471930101,0.003753782085550483
46,0.0007442667938448722,0.003725591221882496
47,0.0007364710974798073,0.0036927403009030966
48,0.0007307569696422434,0.0036608031310606747
49,0.0007231185281852959,0.003629297358565964
50,0.0007145474286517128,0.003606703564582858
51,0.0007090791310474742,0.0035632754632388243
52,0.0007015805127593922,0.0035318003443535416
